Identification,MachineType,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_size,.text_alignment,.bss_type,.bss_size,.bss_alignment,.comment_size,.comment_entsize,.data_type,.data_size,.data_alignment,.dynamic_type,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_alignment,.dynstr_type,.dynstr_size,.dynsym_type,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_size,.fini_alignment,.hash_type,.hash_table_index_link,.hash_alignment,.gnu.hash_type,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_alignment,.init_type,.init_size,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_alignment,.interp_type,.interp_size,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_alignment,.shstrtab_size,.strtab_size,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sbss_type,.sbss_flags,.rel.dyn_type,.rel.plt_type,.rel.plt_flags,.got.plt_type,.got.plt_size,.got.plt_entsize,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_NOTYPE_STB_GLOBAL,STT_OBJECT_STB_WEAK,STB_GLOBAL,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_OBJECT_STB_GLOBAL,STT_NOTYPE_STB_WEAK,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STB_LOCAL,symbol_tab,s_STT_NOTYPE_STB_GLOBAL,s_STT_OBJECT_STB_WEAK,s_STB_GLOBAL,s_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_FUNC,s_STT_FUNC_STB_GLOBAL,s_STT_OBJECT_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE,s_STT_OBJECT,s_STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,s_STT_OBJECT_STB_LOCAL,DYNRELAENT,DYNRPATH,DYNFINI,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNRELENT,DYN,DYNSYMTAB,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNFINI_ARRAY,DYNHASH,DYNJMPREL,DYNDEBUG,DYNPLTGOT,DYNNULL,DYNPLTRELSZ,DYNPLTREL,DYNCOUNT,R_386_COPY,R_386_GLOB_DAT,R_386_JUMP_SLOT,GOT_SIZE,HASH_SIZE,label
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,187384,0,64,56,13,64,30,29,PROGBITS,85429,16,NOBITS,,32,,,PROGBITS,10912,32,DYNAMIC,544,16,7,8,STRTAB,6740,DYNSYM,10752,24,7,1,8,PROGBITS,13,4,,,,GNU_HASH,2580,0,6,8,PROGBITS,27,4,PROGBITS,WA,1096,8,8,PROGBITS,28,PROGBITS,AX,2080,16,16,PROGBITS,A,14592,0,16,285,,,,,,,,,,,,,,,,1,448,4,0,442,5,1,362,361,77,4,9,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,4,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,28,0,0,0,1096,2580,?
